Percent Change,Close,Date,Shift
0.008443848,16.440001,02-10-2014,-
0.000608272,16.450001,03-10-2014,+
0.015197567,16.700001,04-10-2014,+
0.009580838,16.860001,05-10-2014,+
0.024911031,16.440001,08-10-2014,-
0.023722748,16.049999,09-10-2014,-
0.011214892,15.87,10-10-2014,-
0.013232514,16.08,11-10-2014,+
0.006840796,15.97,12-10-2014,-
0.001252348,15.95,15-10-2014,-
0.030721066,16.440001,16-10-2014,+
0.000608272,16.450001,17-10-2014,+
0.000607781,16.459999,18-10-2014,+
0.01944107,16.139999,19-10-2014,-
0.002478253,16.1,22-10-2014,-
0.00621118,16,23-10-2014,-
0.013749937,16.219999,24-10-2014,+
0.001232922,16.200001,25-10-2014,-
0.009259382,16.049999,26-10-2014,-
0.003115203,16,31-10-2014,-
0.040625,16.65,01-11-2014,+
0.003603604,16.59,02-11-2014,-
0.001808379,16.559999,05-11-2014,-
0.044685993,17.299999,06-11-2014,+
0.005202312,17.209999,07-11-2014,-
0.015688438,16.940001,08-11-2014,-
0.062573727,18,09-11-2014,+
0.013888889,17.75,12-11-2014,-
0.003380225,17.690001,13-11-2014,-
0.000565348,17.68,14-11-2014,-
0.014140271,17.93,15-11-2014,+
0.003904071,18,16-11-2014,+
0.005555556,17.9,19-11-2014,-
0.016759832,18.200001,20-11-2014,+
0.022527471,17.790001,21-11-2014,-
0.035975209,18.43,23-11-2014,+
0.001085241,18.450001,26-11-2014,+
0.010840162,18.25,27-11-2014,-
0.008219178,18.4,28-11-2014,+
0.017934783,18.73,29-11-2014,+
0.010144154,18.92,30-11-2014,+
0.025369926,18.440001,03-12-2014,-
0.014099782,18.700001,04-12-2014,+
0.00267385,18.65,05-12-2014,-
0.004289544,18.57,06-12-2014,-
0.010231556,18.76,07-12-2014,+
0.029317644,19.309999,10-12-2014,+
0.001553496,19.280001,11-12-2014,-
0.006224014,19.4,12-12-2014,+
0.025257732,18.91,13-12-2014,-
0.009518773,19.09,14-12-2014,+
0.00942902,18.91,17-12-2014,-
0.001586515,18.879999,18-12-2014,-
0.00158893,18.85,19-12-2014,-
0.003182971,18.790001,20-12-2014,-
0.020755773,18.4,21-12-2014,-
0.016304402,18.700001,24-12-2014,+
0.004278075,18.780001,26-12-2014,+
0.004259851,18.860001,27-12-2014,+
0.019088069,18.5,28-12-2014,-
0.010810865,18.299999,31-12-2014,-
0.027322406,18.799999,02-01-2015,+
0,18.799999,03-01-2015,-
0.03138298,19.389999,04-01-2015,+
0.007735895,19.24,07-01-2015,-
0.001039553,19.219999,08-01-2015,-
0.013527628,19.48,09-01-2015,+
0.018480493,19.84,10-01-2015,+
0.010080696,20.040001,11-01-2015,+
0.000997904,20.059999,14-01-2015,+
0.017946063,19.700001,15-01-2015,-
0.023857816,20.17,16-01-2015,+
0.008428359,20,17-01-2015,-
0.00550005,19.889999,18-01-2015,-
0.008044244,20.049999,22-01-2015,+
0.024937657,20.549999,23-01-2015,+
0.053528032,21.65,24-01-2015,+
0.015242494,21.32,25-01-2015,-
0.015478424,20.99,28-01-2015,-
0.05335879,22.110001,29-01-2015,+
0.013116191,22.4,30-01-2015,+
0.0625,21,31-01-2015,-
0.02047619,21.43,01-02-2015,+
0.014932291,21.110001,04-02-2015,-
0.006158266,20.98,05-02-2015,-
0.069590133,22.440001,06-02-2015,+
0.023172815,22.959999,07-02-2015,+
0.010888502,22.709999,08-02-2015,-
0.000880581,22.690001,11-02-2015,-
0.002644293,22.75,12-02-2015,+
0.000879121,22.77,13-02-2015,+
0.022397892,22.26,14-02-2015,-
0.022012579,22.75,15-02-2015,+
0.008791253,22.549999,19-02-2015,-
0.019955611,22.1,20-02-2015,-
0,22.1,21-02-2015,-
0.006787285,21.950001,22-02-2015,-
0.013667471,21.65,25-02-2015,-
0.013856813,21.35,26-02-2015,-
0.030444965,22,27-02-2015,+
0.017272682,22.379999,28-02-2015,+
